UKCP Local derived uplifts for 2050, 100y RL, 1hr Pr OSGB-1936/EPSG:27700
"easting","northing","Uplift_50","Uplift_95"
412500,217500,20,35
417500,217500,20,35
422500,217500,20,35
427500,217500,20,35
432500,217500,20,35
437500,217500,20,35
442500,217500,20,35
447500,217500,15,35
452500,217500,20,35
457500,217500,15,35
462500,217500,15,35
467500,217500,15,35
472500,217500,20,35
477500,217500,20,40
482500,217500,20,40
487500,217500,15,40
492500,217500,15,40
497500,217500,15,40
502500,217500,15,40
507500,217500,15,40
512500,217500,15,40
517500,217500,15,40
522500,217500,15,40
527500,217500,15,40
532500,217500,15,40
537500,217500,15,40
542500,217500,15,40
547500,217500,15,40
552500,217500,15,40
557500,217500,15,40
562500,217500,15,40
567500,217500,15,40
572500,217500,15,40
577500,217500,15,40
582500,217500,15,40
587500,217500,15,40
592500,217500,15,40
597500,217500,15,40
602500,217500,15,40
607500,217500,15,40
612500,217500,15,40
617500,217500,15,40
622500,217500,15,40
172500,222500,20,40
182500,222500,20,40
187500,222500,20,40
192500,222500,20,40
197500,222500,20,40
202500,222500,20,40
207500,222500,20,40
212500,222500,20,40
217500,222500,20,40
222500,222500,20,40
227500,222500,20,40
232500,222500,20,40
237500,222500,20,40
242500,222500,20,40
247500,222500,20,40
252500,222500,20,40
257500,222500,20,40
262500,222500,20,35
267500,222500,20,35
272500,222500,20,40
277500,222500,20,40
282500,222500,20,40
287500,222500,20,40
292500,222500,20,40
297500,222500,20,40
302500,222500,20,40
307500,222500,20,40
312500,222500,20,35
317500,222500,20,35
322500,222500,20,35
327500,222500,20,35
332500,222500,20,35
337500,222500,20,35
342500,222500,20,35
347500,222500,20,35
352500,222500,20,35
357500,222500,20,35
362500,222500,20,35
367500,222500,20,35
372500,222500,20,35
377500,222500,20,35
382500,222500,20,35
387500,222500,20,35
392500,222500,20,35
397500,222500,15,35
402500,222500,20,35
407500,222500,20,35
412500,222500,20,35
417500,222500,20,35
422500,222500,20,35
427500,222500,20,35
432500,222500,20,35
437500,222500,20,35
442500,222500,20,35
447500,222500,20,35
452500,222500,20,35
457500,222500,20,35
462500,222500,20,35
467500,222500,20,35
472500,222500,20,35
477500,222500,20,35
482500,222500,20,35
487500,222500,20,40
492500,222500,15,35
497500,222500,15,40
502500,222500,15,40
507500,222500,15,40
512500,222500,15,40
517500,222500,15,40
522500,222500,15,40
527500,222500,15,40
532500,222500,15,40
537500,222500,15,40
542500,222500,15,40
547500,222500,15,40
552500,222500,15,40
557500,222500,15,40
562500,222500,15,40
567500,222500,15,40
572500,222500,15,40
577500,222500,15,40
582500,222500,15,40
587500,222500,15,40
592500,222500,15,40
597500,222500,15,40
602500,222500,15,40
607500,222500,15,40
612500,222500,15,40
617500,222500,15,40
622500,222500,15,40
172500,227500,20,40
177500,227500,20,40
182500,227500,20,40
187500,227500,20,40
192500,227500,20,40
197500,227500,20,40
202500,227500,20,40
207500,227500,20,40
212500,227500,20,40
217500,227500,20,40
222500,227500,20,40
227500,227500,20,40
232500,227500,20,40
237500,227500,20,40
242500,227500,20,40
247500,227500,20,40
252500,227500,20,40
257500,227500,20,40
262500,227500,20,40
267500,227500,20,35
272500,227500,20,35
277500,227500,20,35
282500,227500,20,40
287500,227500,20,40
292500,227500,20,35
297500,227500,20,35
302500,227500,20,35
